"id","group","page","word","image","audio","audioMeaning","audioExample","textMeaning","textExample","transcription","__v","textExampleTranslate","textMeaningTranslate","wordTranslate"
"5e9f5ee35eb9e72bc21afc84",3,11,"aggression","files/12_2022.jpg","files/12_2022.mp3","files/12_2022_meaning.mp3","files/12_2022_example.mp3","<i>Aggression</i> is behavior that is mean or violent to others.","The problem was only made worse by Mark’s <b>aggression</b>.","[əgréʃən]",0,"Проблема только усугубилась агрессией Марка","Агрессия - это поведение, которое является злым или насильственным по отношению к другим","агрессия"
"5e9f5ee35eb9e72bc21afc86",3,11,"biography","files/12_2023.jpg","files/12_2023.mp3","files/12_2023_meaning.mp3","files/12_2023_example.mp3","A <i>biography</i> is an account of someone’s life that is written by someone else.","We read a <b>biography</b> about Charles Darwin in science class.","[baiɑ́grəf]",0,"Мы читаем биографию Чарльза Дарвина на уроке науки","Биография - это описание чьей-то жизни, написанное кем-то другим","биография"
"5e9f5ee35eb9e72bc21afc85",3,10,"terminal","files/11_2020.jpg","files/11_2020.mp3","files/11_2020_meaning.mp3","files/11_2020_example.mp3","If something is <i>terminal</i>, then it causes or results in death.","Since his condition was not <b>terminal</b>, he felt a great sense of relief.","[tə́ːrmənəl]",0,"Поскольку его состояние не было предельным, он почувствовал большое облегчение","Если что-то является терминальным, то это вызывает или приводит к смерти","терминал"
"5e9f5ee35eb9e72bc21afc87",3,11,"boost","files/12_2024.jpg","files/12_2024.mp3","files/12_2024_meaning.mp3","files/12_2024_example.mp3","To <i>boost</i> something means to increase or improve it.","Lowering prices <b>boosts</b> customers’ interest in shopping.","[buːst]",0,"Снижение цен повышает интерес покупателей к покупкам","Усилить что-то - значит увеличить или улучшить","увеличение"
"5e9f5ee35eb9e72bc21afc88",3,11,"clap","files/12_2025.jpg","files/12_2025.mp3","files/12_2025_meaning.mp3","files/12_2025_example.mp3","To <i>clap</i> means to hit one’s hands together to express pleasure or get attention.","After the speech, everyone in the crowd <b>clapped</b> their hands for the speaker.","[klæp]",0,"После выступления все в толпе хлопали в ладоши за спикера","Хлопать в ладоши - значит стукнуть руками, чтобы выразить удовольствие или привлечь внимание","хлопок"
"5e9f5ee35eb9e72bc21afc89",3,11,"classical","files/12_2026.jpg","files/12_2026.mp3","files/12_2026_meaning.mp3","files/12_2026_example.mp3","<i>Classical</i> music is more formal and serious than popular music.","Beethoven is a composer of <b>classical</b> music.","[klǽsikəl]",0,"Бетховен - композитор классической музыки","Классическая музыка более формальная и серьезная, чем популярная музыка","классический"
"5e9f5ee35eb9e72bc21afc8a",3,11,"compel","files/12_2027.jpg","files/12_2027.mp3","files/12_2027_meaning.mp3","files/12_2027_example.mp3","To <i>compel</i> someone to do something means to force them to do it.","Traffic signs <b>compel</b> drivers to drive safely.","[kəmpél]",0,"Дорожные знаки заставляют водителей безопасно ездить","Заставить кого-то сделать что-то значит заставить его сделать это","компел"
"5e9f5ee35eb9e72bc21afc8b",3,11,"creation","files/12_2028.jpg","files/12_2028.mp3","files/12_2028_meaning.mp3","files/12_2028_example.mp3","A <i>creation</i> is something original that is made.","We saw the <b>creation</b> of a new political party.","[kriéiʃən]",0,"Мы увидели создание новой политической партии","Творение - это нечто оригинальное, что сделано","создание"
"5e9f5ee35eb9e72bc21afc8c",3,11,"dominance","files/12_2029.jpg","files/12_2029.mp3","files/12_2029_meaning.mp3","files/12_2029_example.mp3","The <i>dominance</i> of a person is their state of being more powerful than others.","Large gorillas hit their chests to express their <b>dominance</b> over others.","[dɑ́mənəns]",0,"Большие гориллы бьют себя в грудь, чтобы выразить свое господство над другими","Доминирование человека - это его состояние более могущественного, чем у других","доминирование"
"5e9f5ee35eb9e72bc21afc8d",3,11,"gorgeous","files/12_2030.jpg","files/12_2030.mp3","files/12_2030_meaning.mp3","files/12_2030_example.mp3","When something is <i>gorgeous</i>, it is very pleasing and attractive.","The girl picked out a <b>gorgeous</b> dress to wear to the dance.","[gɔ́ːrʤəs]",0,"Девушка выбрала великолепное платье для танца","Когда что-то великолепно, это очень приятно и привлекательно","великолепный"
"5e9f5ee35eb9e72bc21afc8e",3,11,"inevitable","files/12_2031.jpg","files/12_2031.mp3","files/12_2031_meaning.mp3","files/12_2031_example.mp3","When something is <i>inevitable</i>, it is certain to happen or cannot be avoided.","It is <b>inevitable</b> that the days will get longer in the summer.","[inévitəbəl]",0,"Это неизбежно, что летом дни станут длиннее","Когда что-то неизбежно, это обязательно произойдет или не может быть предотвращено","неизбежным"
"5e9f5ee35eb9e72bc21afc8f",3,11,"legacy","files/12_2032.jpg","files/12_2032.mp3","files/12_2032_meaning.mp3","files/12_2032_example.mp3","A <i>legacy</i> is an effect that exists because of a person or thing in the past.","The <b>legacy</b> of the ancient Egyptians can be seen in their monuments.","[légəsi]",0,"Наследие древних египтян можно увидеть в их памятниках","Наследие - это эффект, который существует из-за человека или вещи в прошлом","наследие"
"5e9f5ee35eb9e72bc21afc90",3,11,"masterpiece","files/12_2033.jpg","files/12_2033.mp3","files/12_2033_meaning.mp3","files/12_2033_example.mp3","A <i>masterpiece</i> is a very good painting, novel, movie, or other work of art.","The Arc de Triomphe is considered a <b>masterpiece</b> in the world of architecture.","[mǽstərpìːs]",0,"Триумфальная арка считается шедевром в мире архитектуры","Шедевр - это очень хорошая картина, роман, фильм или другое произведение искусства","шедевр"
"5e9f5ee35eb9e72bc21afc91",3,11,"multiple","files/12_2034.jpg","files/12_2034.mp3","files/12_2034_meaning.mp3","files/12_2034_example.mp3","If there are <i>multiple</i> things, there are many of them.","When the stunt went wrong, the man suffered <b>multiple</b> injuries.","[mʌ́ltəpəl]",0,"Когда трюк пошел не так, человек получил множественные травмы","Если есть несколько вещей, их много","несколько"
"5e9f5ee35eb9e72bc21afc92",3,11,"narrate","files/12_2035.jpg","files/12_2035.mp3","files/12_2035_meaning.mp3","files/12_2035_example.mp3","To <i>narrate</i> a story means to write about it or read it aloud.","This story was written by John, but Aaron is <b>narrating</b> it to the crowd.","[nǽreit]",0,"Эта история была написана Джоном, но Аарон рассказывает ее толпе","Рассказывать историю - значит писать об этом или читать вслух","повествуют"
"5e9f5ee35eb9e72bc21afc93",3,11,"notorious","files/12_2036.jpg","files/12_2036.mp3","files/12_2036_meaning.mp3","files/12_2036_example.mp3","When something is <i>notorious</i>, it is well known because of something bad.","This area of town is <b>notorious</b> for gang activity.","[noutɔ́ːriəs]",0,"Этот район города известен своей бандитской активностью","Когда что-то печально известно, это хорошо известно из-за чего-то плохого","печально известный"
"5e9f5ee35eb9e72bc21afc94",3,11,"overall","files/12_2037.jpg","files/12_2037.mp3","files/12_2037_meaning.mp3","files/12_2037_example.mp3","When a thing is talked about <i>overall</i>, the whole thing is considered.","<b>Overall</b>, the party was a huge success.","[óuvərɔ̀ːl]",0,"В целом, вечеринка имела огромный успех","Когда о чем-то говорят в целом, все рассматривается","в целом"
"5e9f5ee35eb9e72bc21afc95",3,11,"partiality","files/12_2038.jpg","files/12_2038.mp3","files/12_2038_meaning.mp3","files/12_2038_example.mp3","A <i>partiality</i> is a tendency to prefer one thing to another.","She has a <b>partiality</b> for walking to school instead of driving.","[pɑ̀ːrʃiǽləti]",0,"У нее есть пристрастие к тому, чтобы ходить в школу вместо вождения","Пристрастие - это тенденция отдавать предпочтение одной вещи другой","пристрастность"
"5e9f5ee35eb9e72bc21afc96",3,11,"spontaneous","files/12_2039.jpg","files/12_2039.mp3","files/12_2039_meaning.mp3","files/12_2039_example.mp3","When an act is <i>spontaneous</i>, it is not planned. It happens suddenly.","My wife made a <b>spontaneous</b> decision to buy a new sofa while I was at work.","[spɑntéiniəs]",0,"Моя жена приняла спонтанное решение купить новый диван, пока я был на работе","Когда акт спонтанный, он не запланирован. Это происходит внезапно","спонтанный"
"5e9f5ee35eb9e72bc21afc97",3,11,"virtue","files/12_2040.jpg","files/12_2040.mp3","files/12_2040_meaning.mp3","files/12_2040_example.mp3","A <i>virtue</i> is a good quality or way of behaving.","My best <b>virtue</b> is forgiveness.","[və́ːrtʃuː]",0,"Моя лучшая добродетель - прощение","Добродетель - это хорошее качество или способ поведения","добродетель"
"5e9f5ee35eb9e72bc21afc98",3,12,"aspect","files/13_2041.jpg","files/13_2041.mp3","files/13_2041_meaning.mp3","files/13_2041_example.mp3","An <i>aspect</i> is one part or feature of something.","I thought about the different <b>aspects</b> of owning two dogs.","[ǽspekt]",0,"Я думал о разных аспектах владения двумя собаками","Аспект - это одна часть или особенность чего-либо","аспект"
"5e9f5ee35eb9e72bc21afc99",3,12,"asset","files/13_2042.jpg","files/13_2042.mp3","files/13_2042_meaning.mp3","files/13_2042_example.mp3","An <i>asset</i> is a skill or quality that is useful or valuable.","The coach realized the boy’s speed was an <b>asset</b> to the team.","[ǽset]",0,"Тренер понял, что скорость мальчика - это преимущество команды","Актив - это умение или качество, которое полезно или ценно","актив"
"5e9f5ee35eb9e72bc21afc9a",3,12,"assignment","files/13_2043.jpg","files/13_2043.mp3","files/13_2043_meaning.mp3","files/13_2043_example.mp3","An <i>assignment</i> is task that is given to you to do.","He was given a difficult <b>assignment</b> but he felt he could succeed in doing it.","[əsáinmənt]",0,"Ему дали трудное задание, но он чувствовал, что может преуспеть в этом","Задание - это задание, которое вам дано выполнить","назначение"
"5e9f5ee35eb9e72bc21afc9b",3,12,"awareness","files/13_2044.jpg","files/13_2044.mp3","files/13_2044_meaning.mp3","files/13_2044_example.mp3","An <i>awareness</i> is knowledge or perception or a situation or fact.","She has little <b>awareness</b> of what needs to be done.","[əwέərnis]",0,"Она мало осведомлена о том, что нужно сделать","Осознание - это знание или восприятие, или ситуация, или факт","осознание"
"5e9f5ee35eb9e72bc21afc9c",3,12,"bud","files/13_2045.jpg","files/13_2045.mp3","files/13_2045_meaning.mp3","files/13_2045_example.mp3","A <i>bud</i> is a part of a plant that turns into a flower or a leaf.","Two weeks after planting the seed, a small <b>bud</b> appeared.","[bʌd]",0,"Через две недели после посадки семян появился маленький бутон","Бутон - это часть растения, которое превращается в цветок или лист","бутон"
"5e9f5ee35eb9e72bc21afc9d",3,12,"coordinate","files/13_2046.jpg","files/13_2046.mp3","files/13_2046_meaning.mp3","files/13_2046_example.mp3","To <i>coordinate</i> things is to make different parts work together.","Each skating team had to <b>coordinate</b> their movements for the show.","[kouɔ́ːrdənèit]",0,"Каждая команда по фигурному катанию должна была координировать свои движения для шоу","Координировать вещи - значит, чтобы разные части работали вместе","координировать"
"5e9f5ee35eb9e72bc21afc9e",3,12,"credit","files/13_2047.jpg","files/13_2047.mp3","files/13_2047_meaning.mp3","files/13_2047_example.mp3","<i>Credit</i> is something good in your favour.","His bank account is in <b>credit</b>, so he has money he can spend.","[krédit]",0,"Его банковский счет в кредит, поэтому у него есть деньги, которые он может потратить","Кредит - это что-то хорошее в вашу пользу","кредит"
"5e9f5ee35eb9e72bc21afc9f",3,12,"disprove","files/13_2048.jpg","files/13_2048.mp3","files/13_2048_meaning.mp3","files/13_2048_example.mp3","To <i>disprove</i> something means to show that it is not true.","The scientist <b>disproved</b> the theory that the sun moved around the Earth.","[disprúːv]",0,"Ученый опроверг теорию о том, что Солнце движется вокруг Земли","Опровергнуть что-либо означает показать, что это неправда","опровергать"
"5e9f5ee35eb9e72bc21afca0",3,12,"humanitarian","files/13_2049.jpg","files/13_2049.mp3","files/13_2049_meaning.mp3","files/13_2049_example.mp3","If something is <i>humanitarian</i>, it is connected to helping people’s lives.","After the flood, several <b>humanitarian</b> organizations offered help.","[hjuːmæ̀nətɛə́riən]",0,"После потопа несколько гуманитарных организаций предложили помощь","Если что-то гуманитарное, это связано с тем, чтобы помогать людям","гуманитарный"
"5e9f5ee35eb9e72bc21afca1",3,12,"hypothesis","files/13_2050.jpg","files/13_2050.mp3","files/13_2050_meaning.mp3","files/13_2050_example.mp3","A <i>hypothesis</i> is an idea about something that has not been proved yet.","The teacher did an experiment to prove whether his <b>hypothesis</b> was right.","[haipάθəsis]",0,"Учитель провел эксперимент, чтобы доказать, верна ли его гипотеза","Гипотеза - это идея о том, что еще не доказано","гипотеза"
"5e9f5ee35eb9e72bc21afca2",3,12,"informative","files/13_2051.jpg","files/13_2051.mp3","files/13_2051_meaning.mp3","files/13_2051_example.mp3","When something is <i>informative</i>, it provides a lot of information.","The travel guide had a lot of <b>informative</b> facts about the region.","[infɔ́ːrmətiv]",0,"В путеводителе было много информативных фактов о регионе","Когда что-то информативно, оно дает много информации","информативный"
"5e9f5ee35eb9e72bc21afca3",3,12,"optic","files/13_2052.jpg","files/13_2052.mp3","files/13_2052_meaning.mp3","files/13_2052_example.mp3","When something is <i>optic</i>, it relates to the eyes or light.","Her blindness was caused by a problem with her <b>optic</b> nerve.","[ɑ́ptik]",0,"Ее слепота была вызвана проблемой с ее зрительным нервом","Когда что-то оптическое, это относится к глазам или свету","оптические"
"5e9f5ee35eb9e72bc21afca4",3,12,"premise","files/13_2053.jpg","files/13_2053.mp3","files/13_2053_meaning.mp3","files/13_2053_example.mp3","A <i>premise</i> is an idea on which something is based.","The <b>premise</b> of the movie that Bobbi and I watched was unrealistic.","[prémis]",0,"Предпосылка фильма, который мы с Бобби смотрели, была нереальной","Предпосылка - это идея, на которой что-то основано","посылка"
"5e9f5ee35eb9e72bc21afca5",3,12,"rack","files/13_2054.jpg","files/13_2054.mp3","files/13_2054_meaning.mp3","files/13_2054_example.mp3","A <i>rack</i> is an object with shelves that holds things.","He stored his tools on a <b>rack</b>.","[ræk]",0,"Он хранил свои инструменты на стойке","Стеллаж - это объект с полками, в котором хранятся вещи","стойка"
"5e9f5ee35eb9e72bc21afca6",3,12,"Renaissance","files/13_2055.jpg","files/13_2055.mp3","files/13_2055_meaning.mp3","files/13_2055_example.mp3","The <i>Renaissance</i> was a period between the 14th and 17th centuries.","Leonardo da Vinci was a popular artist of the <b>Renaissance</b>.","[rènəsɑ́ːns]",0,"Леонардо да Винчи был популярным художником эпохи Возрождения","Ренессанс был периодом между 14 и 17 веками","эпоха Возрождения"
"5e9f5ee35eb9e72bc21afca7",3,12,"spatial","files/13_2056.jpg","files/13_2056.mp3","files/13_2056_meaning.mp3","files/13_2056_example.mp3","When something is <i>spatial</i>, it relates to the position and size of things.","He was asked where the books were located to test his <b>spatial</b> awareness.","[spéiʃəl]",0,"Его спросили, где находятся книги, чтобы проверить его пространственное понимание","Когда что-то пространственно, это относится к положению и размеру вещей","пространственный"
"5e9f5ee35eb9e72bc21afca8",3,12,"specify","files/13_2057.jpg","files/13_2057.mp3","files/13_2057_meaning.mp3","files/13_2057_example.mp3","To <i>specify</i> is to describe something clearly.","The poster didn’t <b>specify</b> where the concert was taking place.","[spésəfài]",0,"На плакате не было указано, где проходил концерт","Указать - значит описать что-то четко","уточнить"
"5e9f5ee35eb9e72bc21afca9",3,12,"tie","files/13_2058.jpg","files/13_2058.mp3","files/13_2058_meaning.mp3","files/13_2058_example.mp3","If you <i>tie</i> two things together, you fasten them with rope, string, etc.","The dog is used to being <b>tied</b> up.","[tai]",0,"Собака привыкла быть привязанной","Если вы связываете две вещи вместе, вы скрепляете их веревкой, веревкой и т. Д","галстук"
"5e9f5ee35eb9e72bc21afcaa",3,12,"undertake","files/13_2059.jpg","files/13_2059.mp3","files/13_2059_meaning.mp3","files/13_2059_example.mp3","To <i>undertake</i> a particular task is to take on the responsibility of doing it.","We <b>undertook</b> to make sure everybody was well informed of current progress.","[Λndərteik]",0,"Мы обязались следить за тем, чтобы все были в курсе текущих событий","Выполнить определенную задачу - это взять на себя ответственность за ее выполнение","предпринять"
"5e9f5ee35eb9e72bc21afcab",3,12,"wax","files/13_2060.jpg","files/13_2060.mp3","files/13_2060_meaning.mp3","files/13_2060_example.mp3","<i>Wax</i> is a substance that is slightly shiny and melts when heated.","The candles are made of <b>wax</b>.","[wæks]",0,"Свечи сделаны из воска","Воск - это вещество, которое слегка блестит и плавится при нагревании","воск"
"5e9f5ee35eb9e72bc21afcac",3,13,"addict","files/14_2061.jpg","files/14_2061.mp3","files/14_2061_meaning.mp3","files/14_2061_example.mp3","An <i>addict</i> is a person who cannot stop doing something.","She was a coffee <b>addict</b>. She had more than three cups each day.","[ǽdíkt]",0,"Она была наркоманом кофе. У нее было больше трех чашек в день","Наркоман - это человек, который не может перестать что-то делать","наркоман"
"5e9f5ee35eb9e72bc21afcad",3,13,"archeological","files/14_2062.jpg","files/14_2062.mp3","files/14_2062_meaning.mp3","files/14_2062_example.mp3","When something is <i>archeological</i>, it relates to archeology.","They found <b>archeological</b> evidence of an ancient species of man.","[ɑ̀ːrkiəlɑ́dʒikəl]",0,"Они нашли археологические свидетельства древнего вида человека","Когда что-то археологическое, это относится к археологии","археологический"
"5e9f5ee35eb9e72bc21afcae",3,13,"archeology","files/14_2063.jpg","files/14_2063.mp3","files/14_2063_meaning.mp3","files/14_2063_example.mp3","<i>Archeology</i> is the study of ancient people through their artifacts.","He studied <b>archeology</b> to learn more about ancient Egyptian culture.","[ɑ̀ːrkiɑ́lədʒi]",0,"Он изучал археологию, чтобы узнать больше о древнеегипетской культуре","Археология - это изучение древних людей через их артефакты","археология"
"5e9f5ee35eb9e72bc21afcb0",3,13,"budget","files/14_2065.jpg","files/14_2065.mp3","files/14_2065_meaning.mp3","files/14_2065_example.mp3","A <i>budget</i> is the amount of money available to spend on something.","His <b>budget</b> for food was very tight.","[bʌ́dʒit]",0,"Его бюджет на еду был очень ограничен","Бюджет - это сумма денег, которую можно потратить на что-то","бюджет"
"5e9f5ee35eb9e72bc21afcaf",3,13,"brainstorm","files/14_2064.jpg","files/14_2064.mp3","files/14_2064_meaning.mp3","files/14_2064_example.mp3","To <i>brainstorm</i> is to have a lot of ideas about a certain topic.","The students met after school to <b>brainstorm</b> ideas for their assignments.","[bréinstɔ̀ːrm]",0,"Студенты встретились после школы, чтобы обсудить идеи для своих заданий","Провести мозговой штурм - это иметь много идей по определенной теме","мозговой штурм"
"5e9f5ee35eb9e72bc21afcb1",3,13,"chaotic","files/14_2066.jpg","files/14_2066.mp3","files/14_2066_meaning.mp3","files/14_2066_example.mp3","When something is <i>chaotic</i>, it is crazy, confused, and hectic.","The first day of school can be <b>chaotic</b> for a new student.","[keiɑ́tik]",0,"Первый день в школе может быть хаотичным для нового ученика","Когда что-то хаотично, это безумие, растерянность и беспокойство","хаотичный"
"5e9f5ee35eb9e72bc21afcb2",3,13,"cite","files/14_2067.jpg","files/14_2067.mp3","files/14_2067_meaning.mp3","files/14_2067_example.mp3","To <i>cite</i> something is to mention it as an example or as proof of something.","She <b>cited</b> six reasons that the school needed to build new classrooms.","[sait]",0,"Она привела шесть причин, по которым школе нужно было строить новые классные комнаты","Процитировать что-либо означает упомянуть это как пример или как доказательство чего-либо","цитировать"
"5e9f5ee35eb9e72bc21afcb3",3,13,"correspond","files/14_2068.jpg","files/14_2068.mp3","files/14_2068_meaning.mp3","files/14_2068_example.mp3","To <i>correspond</i> is to match or to be similar to something.","The boy’s story didn’t <b>correspond</b> with his mother’s version.","[kɔ̀ːrəspɑ́nd]",0,"История мальчика не соответствовала версии его матери","Соответствовать - значит соответствовать или быть похожим на что-то","соответствовать"
"5e9f5ee35eb9e72bc21afcb5",3,13,"estate","files/14_2070.jpg","files/14_2070.mp3","files/14_2070_meaning.mp3","files/14_2070_example.mp3","An <i>estate</i> is a large area of land owned by a family or organization.","He lived on his father’s <b>estate</b> in the country.","[istéit]",0,"Он жил в поместье своего отца в деревне","Поместье - это большая территория, принадлежащая семье или организации","недвижимость"
"5e9f5ee35eb9e72bc21afcb4",3,13,"courtyard","files/14_2069.jpg","files/14_2069.mp3","files/14_2069_meaning.mp3","files/14_2069_example.mp3","A <i>courtyard</i> is an outdoor area that is surrounded by the walls of a building.","During the summer, the <b>courtyard</b> is a nice place to have lunch.","[kɔ́ːrtjɑ̀ːrd]",0,"Летом во дворе можно хорошо пообедать","Внутренний двор - это открытая площадка, окруженная стенами здания","двор"
"5e9f5ee35eb9e72bc21afcb6",3,13,"fraud","files/14_2071.jpg","files/14_2071.mp3","files/14_2071_meaning.mp3","files/14_2071_example.mp3","<i>Fraud</i> is the crime of gaining money by lying or by tricking people.","Experts say that credit card <b>fraud</b> increases around the holidays.","[frɔːd]",0,"Эксперты говорят, что мошенничество с кредитными картами увеличивается в праздничные дни","Мошенничество - это преступление, связанное с получением лжи или обмана","мошенничество"
"5e9f5ee35eb9e72bc21afcb7",3,13,"hydrogen","files/14_2072.jpg","files/14_2072.mp3","files/14_2072_meaning.mp3","files/14_2072_example.mp3","<i>Hydrogen</i> is a gas that has no taste, color, or smell.","Airships used to be filled with <b>hydrogen</b>, but it exploded easily.","[háidrəʤən]",0,"Дирижабли раньше были заполнены водородом, но он легко взрывался","Водород - это газ, который не имеет вкуса, цвета или запаха","водород"
"5e9f5ee35eb9e72bc21afcb8",3,13,"integrity","files/14_2073.jpg","files/14_2073.mp3","files/14_2073_meaning.mp3","files/14_2073_example.mp3","<i>Integrity</i> is honesty and good morals.","The principal had a lot of <b>integrity</b>.","[intégrəti]",0,"У директора было много честности","Честность - это честность и хорошая мораль","целостность"
"5e9f5ee35eb9e72bc21afcb9",3,13,"outlook","files/14_2074.jpg","files/14_2074.mp3","files/14_2074_meaning.mp3","files/14_2074_example.mp3","An <i>outlook</i> is a person’s opinion or way of thinking about something.","He changed his <b>outlook</b> about rats after he read a book about them.","[áutlùk]",0,"Он изменил свой взгляд на крыс после того, как прочитал книгу о них","Мировоззрение - это мнение человека или способ думать о чем-то","перспектива"
"5e9f5ee35eb9e72bc21afcbb",3,13,"prehistoric","files/14_2076.jpg","files/14_2076.mp3","files/14_2076_meaning.mp3","files/14_2076_example.mp3","When something is <i>prehistoric</i>, it is from a time before written history.","The scientists found <b>prehistoric</b> pots used by the people in the area.","[prìːhistɔ́ːrik]",0,"Ученые обнаружили доисторические горшки, используемые людьми в этом районе","Когда что-то доисторическое, это от времени до написания истории","доисторический"
"5e9f5ee35eb9e72bc21afcba",3,13,"parachute","files/14_2075.jpg","files/14_2075.mp3","files/14_2075_meaning.mp3","files/14_2075_example.mp3","A <i>parachute</i> is a device that helps people and things fall to the ground safely.","They used <b>parachutes</b> dropped from airplanes to send supplies to the civilians.","[pǽrəʃùːt]",0,"Они использовали парашюты, сброшенные с самолетов, для отправки грузов гражданским лицам","Парашют - это устройство, которое помогает людям и вещам безопасно падать на землю","парашют"
"5e9f5ee35eb9e72bc21afcbc",3,13,"proponent","files/14_2077.jpg","files/14_2077.mp3","files/14_2077_meaning.mp3","files/14_2077_example.mp3","A <i>proponent</i> is a person who supports an idea or a plan.","He was a <b>proponent</b> of using environmentally-friendly products.","[prəpóunənt]",0,"Он был сторонником использования экологически чистых продуктов","Сторонник - это человек, который поддерживает идею или план","инициатор"
"5e9f5ee35eb9e72bc21afcbd",3,13,"refine","files/14_2078.jpg","files/14_2078.mp3","files/14_2078_meaning.mp3","files/14_2078_example.mp3","To <i>refine</i> something is to make it better by making changes.","The principal <b>refined</b> his method of controlling students over the years.","[rifáin]",0,"Директор усовершенствовал свой метод управления студентами на протяжении многих лет","Улучшать что-то - значит делать это лучше, внося изменения","уточняют"
"5e9f5ee35eb9e72bc21afcbe",3,13,"restrict","files/14_2079.jpg","files/14_2079.mp3","files/14_2079_meaning.mp3","files/14_2079_example.mp3","To <i>restrict</i> something is to limit it and prevent it from getting bigger.","The club <b>restricted</b> the amount of members.","[ristríkt]",0,"Клуб ограничил количество членов","Ограничить что-то - значит ограничить это и не дать ему стать больше","ограничить"
"5e9f5ee35eb9e72bc21afcbf",3,13,"team","files/14_2080.jpg","files/14_2080.mp3","files/14_2080_meaning.mp3","files/14_2080_example.mp3","A <i>team</i> is a group of people who work closely together.","The All Blacks are my favorite sports <b>team</b>.","[tiːm]",0,"Все черные - моя любимая спортивная команда","Команда - это группа людей, которые тесно сотрудничают","команда"
"5e9f5ee35eb9e72bc21afcc0",3,14,"aggregate","files/15_2081.jpg","files/15_2081.mp3","files/15_2081_meaning.mp3","files/15_2081_example.mp3","When something is <i>aggregate</i>, it is made up of smaller amounts added together.","The company totaled its <b>aggregate</b> sales for the entire year.","[ǽgrəgit]",0,"Компания подвела итоги продаж за весь год","Когда что-то является совокупным, оно состоит из меньших сумм, сложенных вместе","агрегат"
"5e9f5ee35eb9e72bc21afcc1",3,14,"antibiotic","files/15_2082.jpg","files/15_2082.mp3","files/15_2082_meaning.mp3","files/15_2082_example.mp3","An <i>antibiotic</i> is a medical drug used to kill bacteria and treat infections.","The doctor gave me a shot of an <b>antibiotic</b> when I got the flu.","[æ̀ntibaiɑ́tik]",0,"Врач дал мне укол антибиотика, когда я заболел гриппом","Антибиотик - это медицинский препарат, используемый для уничтожения бактерий и лечения инфекций","антибиотик"
"5e9f5ee35eb9e72bc21afcc2",3,14,"circuit","files/15_2083.jpg","files/15_2083.mp3","files/15_2083_meaning.mp3","files/15_2083_example.mp3","A <i>circuit</i> is a piece of an electronic device that allows electricity to flow.","Be very careful not to shock yourself when fixing an electrical <b>circuit</b>.","[sə́ːrkit]",0,"Будьте очень осторожны, чтобы не ударить себя при исправлении электрической цепи","Схема представляет собой часть электронного устройства, которое позволяет электричеству течь","цепь"
"5e9f5ee35eb9e72bc21afcc3",3,14,"database","files/15_2086.jpg","files/15_2086.mp3","files/15_2086_meaning.mp3","files/15_2086_example.mp3","A <i>database</i> is a collection of data that is stored in a computer.","The company has a <b>database</b> of all the names and accounts of their customers.","[déitəbèis]",0,"У компании есть база данных всех имен и учетных записей их клиентов","База данных - это набор данных, которые хранятся на компьютере","база данных"
"5e9f5ee35eb9e72bc21afcc5",3,14,"equivalent","files/15_2087.jpg","files/15_2087.mp3","files/15_2087_meaning.mp3","files/15_2087_example.mp3","An <i>equivalent</i> is an amount or value that is the same as another amount or value.","I worked the <b>equivalent</b> of sixty hours this week.","[ikwívələnt]",0,"Я работал эквивалент шестьдесят часов на этой неделе","Эквивалентом является сумма или стоимость, которая совпадает с другой суммой или стоимостью","эквивалент"
"5e9f5ee35eb9e72bc21afcc4",3,14,"compress","files/15_2085.jpg","files/15_2085.mp3","files/15_2085_meaning.mp3","files/15_2085_example.mp3","To <i>compress</i> something means to press or squeeze it so that it takes up less space.","I <b>compressed</b> my clothes to fit into a single suitcase.","[kəmprés]",0,"Я сжал свою одежду, чтобы поместиться в один чемодан","Сжать что-то - значит нажать или сжать его, чтобы оно занимало меньше места","компресс"
"5e9f5ee35eb9e72bc21afcc6",3,14,"complement","files/15_2084.jpg","files/15_2084.mp3","files/15_2084_meaning.mp3","files/15_2084_example.mp3","To <i>complement</i> something or someone is to make them better.","The wool scarf <b>complemented</b> her lovely eyes.","[kɑ́mpləmènt]",0,"Шерстяной шарф дополнял ее прекрасные глаза","Чтобы дополнить что-то или кто-то, чтобы сделать их лучше","дополнить"
"5e9f5ee35eb9e72bc21afcc7",3,14,"immune","files/15_2088.jpg","files/15_2088.mp3","files/15_2088_meaning.mp3","files/15_2088_example.mp3","When someone is <i>immune</i> to a disease, they cannot be affected by it.","Children usually get shots to make them <b>immune</b> to certain diseases.","[imjúːn]",0,"Дети обычно получают прививки, чтобы сделать их невосприимчивыми к определенным заболеваниям","Когда кто-то невосприимчив к заболеванию, он не может на него повлиять","иммунитет"
"5e9f5ee35eb9e72bc21afcc8",3,14,"input","files/15_2089.jpg","files/15_2089.mp3","files/15_2089_meaning.mp3","files/15_2089_example.mp3","<i>Input</i> is information that is put into a computer.","Type the <b>input</b> into the computer program.","[ínpùt]",0,"Введите ввод в компьютерную программу","Ввод - это информация, которая вводится в компьютер","вход"
